ticker,company_name,cik,year,revenue,net_income,assets,liabilities,equity,cash,debt,operating_income,gross_profit,shares_outstanding,data_source,data_quality_flag
AMAT,Applied Materials Inc,6951,2020,16705000000.0,3038000000.0,19024000000.0,10810000000.0,9630000000.0,3440000000.0,5313000000.0,4491000000.0,7517000000.0,914344189.0,sec_company_facts,ok
AMAT,Applied Materials Inc,6951,2021,14608000000.0,2706000000.0,22353000000.0,11775000000.0,6845000000.0,3129000000.0,5448000000.0,3350000000.0,6386000000.0,888513248.0,sec_company_facts,ok
AMAT,Applied Materials Inc,6951,2022,17202000000.0,3619000000.0,25825000000.0,13578000000.0,8214000000.0,5351000000.0,5452000000.0,4365000000.0,7692000000.0,844139722.0,sec_company_facts,ok
AMAT,Applied Materials Inc,6951,2023,23063000000.0,5888000000.0,26726000000.0,14532000000.0,10578000000.0,4995000000.0,5457000000.0,6889000000.0,10914000000.0,831067105.0,sec_company_facts,ok
AMAT,Applied Materials Inc,6951,2024,25785000000.0,6525000000.0,30729000000.0,14380000000.0,12247000000.0,1995000000.0,5461000000.0,7788000000.0,11993000000.0,813684638.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2017,3435092000.0,696878000.0,7970278000.0,,5165618000.0,569233000.0,,830841000.0,2259262000.0,368635788.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2018,3421409000.0,861664000.0,21141294000.0,,10161540000.0,884353000.0,,1028112000.0,2227173000.0,370159553.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2019,5246354000.0,805379000.0,20438366000.0,,11268173000.0,816591000.0,,1162761000.0,3168241000.0,368302369.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2020,6224689000.0,1506980000.0,21392641000.0,,11709188000.0,648322000.0,,1899589000.0,4250396000.0,369484899.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2021,5991065000.0,1363011000.0,21468603000.0,,11997945000.0,1055860000.0,,1710608000.0,4013750000.0,525330672.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2022,5603056000.0,1220761000.0,52322071000.0,,37992542000.0,1977964000.0,,1498244000.0,3690478000.0,509295941.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2023,7318286000.0,1390422000.0,50302350000.0,,36465323000.0,1470572000.0,6548625000.0,1692201000.0,4525012000.0,496261678.0,sec_company_facts,ok
ADI,Analog Devices Inc,6281,2024,12013953000.0,2748561000.0,48794478000.0,,35565122000.0,958061000.0,5902457000.0,3278700000.0,7532474000.0,496296854.0,sec_company_facts,ok
XLNX,Xilinx Inc,743988,2017,2213881000.0,550867000.0,4740532000.0,,2611594000.0,892572000.0,995247000.0,669881000.0,1541974000.0,253404000.0,sec_company_facts,ok
XLNX,Xilinx Inc,743988,2018,2356742000.0,628133000.0,5060547000.0,,2662790000.0,503816000.0,996882000.0,706390000.0,1648110000.0,253920000.0,sec_company_facts,ok
XLNX,Xilinx Inc,743988,2019,2467023000.0,463981000.0,5151348000.0,,2586151000.0,,1234807000.0,686022000.0,1723604000.0,243846000.0,sec_company_facts,ok
XLNX,Xilinx Inc,743988,2021,3059040000.0,889750000.0,4693334000.0,,2360353000.0,,747110000.0,956799000.0,2103172000.0,245840000.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2017,14572000000.0,1465000000.0,32862000000.0,21717000000.0,8842000000.0,4804000000.0,16994000000.0,1611000000.0,4221000000.0,294875015.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2018,12994000000.0,242000000.0,29860000000.0,18442000000.0,9219000000.0,5024000000.0,13151000000.0,466000000.0,3435000000.0,291356809.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2019,19093000000.0,397000000.0,29235000000.0,17704000000.0,11145000000.0,5005000000.0,11172000000.0,1954000000.0,6072000000.0,296003875.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2020,20647000000.0,675000000.0,26370000000.0,16403000000.0,11418000000.0,3455000000.0,10522000000.0,3617000000.0,7705000000.0,302525787.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2021,16569000000.0,-754000000.0,25662000000.0,16111000000.0,11531000000.0,3048000000.0,9575000000.0,87000000.0,3752000000.0,308748049.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2022,16736000000.0,-250000000.0,26132000000.0,15411000000.0,9967000000.0,3370000000.0,8725000000.0,335000000.0,3781000000.0,314492541.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2023,16922000000.0,821000000.0,26259000000.0,14038000000.0,9551000000.0,2327000000.0,7022000000.0,1220000000.0,4521000000.0,321895961.0,sec_company_facts,ok
WDC,Western Digital Corp,106040,2024,18793000000.0,1546000000.0,24546000000.0,12706000000.0,10800000000.0,2023000000.0,7070000000.0,2391000000.0,5874000000.0,343451583.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2017,13739000000.0,1742000000.0,8213000000.0,6620000000.0,1593000000.0,2634000000.0,4091000000.0,2058000000.0,,291813271.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2018,11160000000.0,248000000.0,9268000000.0,7904000000.0,3018000000.0,2479000000.0,5021000000.0,445000000.0,,287184721.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2019,10771000000.0,772000000.0,9410000000.0,7745000000.0,1593000000.0,1125000000.0,4320000000.0,1054000000.0,,269037767.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2020,11184000000.0,1182000000.0,8885000000.0,6723000000.0,1364000000.0,2539000000.0,4253000000.0,1634000000.0,,257461532.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2021,10390000000.0,2012000000.0,8930000000.0,7143000000.0,1665000000.0,1853000000.0,4156000000.0,1487000000.0,,227603061.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2022,10509000000.0,1004000000.0,8675000000.0,8044000000.0,2162000000.0,2220000000.0,4894000000.0,1300000000.0,,208755418.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2023,10681000000.0,1314000000.0,8944000000.0,8835000000.0,1787000000.0,1209000000.0,964000000.0,1492000000.0,,207393242.0,sec_company_facts,ok
STX,Seagate Technology PLC,1137789,2024,11661000000.0,1649000000.0,7556000000.0,8755000000.0,631000000.0,615000000.0,5388000000.0,1955000000.0,,210195239.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2017,5259312000.0,655577000.0,12264315000.0,6162246000.0,5029735000.0,1452677000.0,4318461000.0,788039000.0,2284336000.0,162454686.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2018,5885893000.0,914049000.0,12122765000.0,5135453000.0,5103144000.0,1501539000.0,2686658000.0,1074256000.0,2618922000.0,157579984.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2019,8013620000.0,1697763000.0,12479478000.0,5899435000.0,5894517000.0,2377534000.0,2368748000.0,1902132000.0,3603359000.0,144532998.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2020,11076998000.0,2380681000.0,12001333000.0,7278029000.0,6817451000.0,4512257000.0,4430011000.0,3213299000.0,5165032000.0,145625225.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2021,9653559000.0,2191430000.0,14559047000.0,9375558000.0,6501851000.0,3658219000.0,5795478000.0,2464732000.0,4358459000.0,141953681.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2022,10044736000.0,2251753000.0,15892152000.0,9864964000.0,4673865000.0,4915172000.0,4960935000.0,2673802000.0,4608693000.0,136987792.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2023,14626150000.0,3908458000.0,17195632000.0,10917266000.0,5172494000.0,4418263000.0,4962459000.0,4482023000.0,6805306000.0,132511701.0,sec_company_facts,ok
LRCX,LAM Research Corp,707549,2024,17227039000.0,4605286000.0,18781643000.0,10571471000.0,6027188000.0,3522001000.0,4965365000.0,5381822000.0,7871807000.0,129876000.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2017,4192000000.0,365000000.0,4250000000.0,3089000000.0,3078000000.0,849000000.0,488000000.0,738000000.0,,254973504.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2018,4694000000.0,979000000.0,4068000000.0,2714000000.0,2332000000.0,808000000.0,438000000.0,1242000000.0,,258671620.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2019,5196000000.0,985000000.0,5134000000.0,2318000000.0,1492000000.0,529000000.0,388000000.0,1418000000.0,,260073642.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2020,6025000000.0,1329000000.0,6283000000.0,2534000000.0,1699000000.0,1464000000.0,2048000000.0,1560000000.0,,261807204.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2021,6784000000.0,1557000000.0,10931000000.0,5825000000.0,2816000000.0,2116000000.0,2048000000.0,1854000000.0,,273091929.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2022,7679000000.0,1826000000.0,15516000000.0,5647000000.0,3749000000.0,6442000000.0,2034000000.0,2176000000.0,,281869879.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2023,9633000000.0,2062000000.0,27734000000.0,11293000000.0,5106000000.0,2562000000.0,6914000000.0,2500000000.0,,280259493.0,sec_company_facts,ok
INTU,Intuit Inc,896878,2024,12726000000.0,2066000000.0,27780000000.0,10511000000.0,9869000000.0,2796000000.0,6120000000.0,2571000000.0,,280292000.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2017,3956000000.0,878000000.0,11767000000.0,8091000000.0,3676000000.0,5983000000.0,2207000000.0,154000000.0,3229000000.0,608240301.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2018,3600000000.0,2488000000.0,18174000000.0,14687000000.0,3487000000.0,4247000000.0,8186000000.0,457000000.0,2985000000.0,638800147.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2019,4019000000.0,-106000000.0,15759000000.0,10736000000.0,5023000000.0,1774000000.0,5026000000.0,-100000000.0,3166000000.0,618193875.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2020,2559000000.0,1138000000.0,15938000000.0,10200000000.0,3487000000.0,1791000000.0,4452000000.0,-154000000.0,2096000000.0,589028713.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2021,2456000000.0,31000000.0,7735000000.0,7725000000.0,5023000000.0,2177000000.0,4221000000.0,158000000.0,2001000000.0,579944942.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2022,2490000000.0,3887000000.0,6361000000.0,6861000000.0,5738000000.0,933000000.0,3601000000.0,355000000.0,2097000000.0,580064068.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2023,2551000000.0,554000000.0,6943000000.0,7036000000.0,10000000.0,1887000000.0,3736000000.0,896000000.0,2189000000.0,640770648.0,sec_company_facts,ok
SYMC,Symantec Corp,849399,2024,2796000000.0,836000000.0,15947000000.0,13747000000.0,-500000000.0,750000000.0,9762000000.0,1005000000.0,2388000000.0,626145897.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2017,2512200000.0,81800000.0,5515300000.0,,2261500000.0,1853000000.0,1487700000.0,120700000.0,2170100000.0,220849268.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2018,2504100000.0,-330500000.0,4798100000.0,,2219200000.0,1410600000.0,1092000000.0,1300000.0,2133400000.0,218327862.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2019,2031000000.0,-582100000.0,4113600000.0,,1619600000.0,1353000000.0,1586000000.0,-499600000.0,1689100000.0,219535216.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2020,2056600000.0,-566900000.0,4729200000.0,,733600000.0,1213100000.0,2100000000.0,-509100000.0,1753200000.0,219800000.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2021,2569800000.0,-80800000.0,6179300000.0,,-256000000.0,1774700000.0,1650000000.0,-25000000.0,2283900000.0,219592294.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2022,3274300000.0,214500000.0,7279800000.0,,-210900000.0,1772200000.0,2650000000.0,343000000.0,2949400000.0,217307974.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2023,3790000000.0,1208000000.0,8607000000.0,,-139000000.0,1528000000.0,2300000000.0,629000000.0,3453000000.0,214782702.0,sec_company_facts,ok
ADSK,Autodesk Inc,769397,2024,4386000000.0,497000000.0,9438000000.0,,965000000.0,1947000000.0,2300000000.0,618000000.0,3968000000.0,215446979.0,sec_company_facts,ok
VMW,VMware Inc,1124610,2018,6571000000.0,997000000.0,16397000000.0,8181000000.0,8216000000.0,2071000000.0,0.0,1197000000.0,,,sec_company_facts,ok
VMW,VMware Inc,1124610,2019,469000000.0,24000000.0,21206000000.0,12582000000.0,8624000000.0,5971000000.0,3964000000.0,25000000.0,,,sec_company_facts,ok
VMW,VMware Inc,1124610,2020,8336000000.0,437000000.0,17593000000.0,14702000000.0,1865000000.0,3532000000.0,3972000000.0,1463000000.0,,,sec_company_facts,ok
VMW,VMware Inc,1124610,2021,9613000000.0,1650000000.0,26294000000.0,19285000000.0,7009000000.0,2915000000.0,2731000000.0,1803000000.0,,,sec_company_facts,ok
VMW,VMware Inc,1124610,2022,10811000000.0,6412000000.0,29016000000.0,19965000000.0,9051000000.0,4692000000.0,4717000000.0,1441000000.0,,421056294.0,sec_company_facts,ok
VMW,VMware Inc,1124610,2023,11767000000.0,2058000000.0,28676000000.0,29552000000.0,7009000000.0,3614000000.0,12671000000.0,2388000000.0,,428483378.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2017,4515000000.0,875000000.0,7050000000.0,3652000000.0,2422000000.0,1782000000.0,,948000000.0,3086000000.0,310028355.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2018,4396000000.0,1156000000.0,7718000000.0,3658000000.0,3036000000.0,2068000000.0,,898000000.0,3042000000.0,306832936.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2019,4845000000.0,967000000.0,8584000000.0,3989000000.0,3396000000.0,2493000000.0,,1224000000.0,3547000000.0,297261219.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2020,5150000000.0,1043000000.0,8957000000.0,3626000000.0,4060000000.0,2565000000.0,,1434000000.0,3873000000.0,288687620.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2021,4950000000.0,1019000000.0,11112000000.0,3651000000.0,4595000000.0,4258000000.0,,996000000.0,3628000000.0,286191176.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2022,5537000000.0,3039000000.0,13288000000.0,5448000000.0,5331000000.0,4708000000.0,,1445000000.0,4168000000.0,279893605.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2023,5629000000.0,837000000.0,13800000000.0,6175000000.0,7461000000.0,,,1046000000.0,4135000000.0,272712152.0,sec_company_facts,ok
EA,Electronic Arts Inc,712515,2024,6991000000.0,789000000.0,13459000000.0,6166000000.0,7840000000.0,,,1129000000.0,5132000000.0,266378719.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2017,4664000000.0,892000000.0,17452000000.0,8333000000.0,7233000000.0,4848000000.0,4887000000.0,1319000000.0,,758631663.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2018,6608000000.0,966000000.0,18668000000.0,9206000000.0,8068000000.0,4713000000.0,4390000000.0,1412000000.0,,763833873.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2019,7017000000.0,273000000.0,17890000000.0,6498000000.0,9119000000.0,4225000000.0,2671000000.0,1309000000.0,,769221524.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2020,7500000000.0,1848000000.0,19845000000.0,7040000000.0,9462000000.0,5794000000.0,2675000000.0,1988000000.0,,774753965.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2021,6489000000.0,1503000000.0,23109000000.0,8072000000.0,11392000000.0,8647000000.0,3605000000.0,1607000000.0,,779234888.0,sec_company_facts,ok
ATVI,Activision Blizzard Inc,718877,2022,8086000000.0,2197000000.0,25056000000.0,7457000000.0,12805000000.0,10423000000.0,3608000000.0,2734000000.0,,784274126.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2017,8592000000.0,1725000000.0,23847000000.0,13308000000.0,6576000000.0,1816000000.0,7509000000.0,2197000000.0,6821000000.0,1012079673.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2018,9298000000.0,7266000000.0,25986000000.0,17937000000.0,10526000000.0,2120000000.0,9234000000.0,2325000000.0,7294000000.0,914880451.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2019,9927000000.0,-1017000000.0,22819000000.0,16538000000.0,8049000000.0,2202000000.0,7685000000.0,2264000000.0,7706000000.0,700853307.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2020,8650000000.0,2530000000.0,18174000000.0,15304000000.0,6281000000.0,901000000.0,6738000000.0,1752000000.0,6627000000.0,680445767.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2021,7429000000.0,1786000000.0,19310000000.0,15749000000.0,2870000000.0,1101000000.0,7740000000.0,1770000000.0,5844000000.0,559842135.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2022,8894000000.0,5667000000.0,26626000000.0,16848000000.0,3561000000.0,1379000000.0,7727000000.0,2636000000.0,7097000000.0,534736900.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2023,10420000000.0,13608000000.0,20850000000.0,15697000000.0,9778000000.0,1379000000.0,7721000000.0,2923000000.0,7770000000.0,502000000.0,sec_company_facts,ok
EBAY,eBay Inc,1065088,2024,9795000000.0,-1269000000.0,21620000000.0,15224000000.0,5153000000.0,2154000000.0,6973000000.0,2350000000.0,7115000000.0,461000000.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2017,5695000000.0,610000000.0,8346000000.0,,-964000000.0,967000000.0,4392000000.0,994000000.0,2719000000.0,161307525.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2018,6038000000.0,560000000.0,8463000000.0,,-1742000000.0,1205000000.0,4419000000.0,1048000000.0,2869000000.0,163871288.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2019,6380000000.0,-155000000.0,8208000000.0,,-1293000000.0,1257000000.0,5289000000.0,1284000000.0,3024000000.0,170579096.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2020,7343000000.0,966000000.0,9409000000.0,,-700000000.0,1001000000.0,5113000000.0,1255000000.0,3480000000.0,169028294.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2021,7887000000.0,868000000.0,10642000000.0,,-558000000.0,1254000000.0,5163000000.0,1581000000.0,3931000000.0,168209089.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2022,7414000000.0,949000000.0,10876000000.0,,-40000000.0,1874000000.0,5688000000.0,1383000000.0,3608000000.0,167250071.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2023,8171000000.0,1245000000.0,12189000000.0,,116000000.0,1325000000.0,6013000000.0,1667000000.0,4040000000.0,166132981.0,sec_company_facts,ok
MSI,Motorola Solutions Inc,68505,2024,9112000000.0,1363000000.0,12814000000.0,,724000000.0,1705000000.0,4705000000.0,1661000000.0,4229000000.0,166936952.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2017,4857800000.0,633700000.0,9656500000.0,4694000000.0,9656500000.0,1639600000.0,2133700000.0,912000000.0,3078600000.0,343756577.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2018,4990100000.0,592700000.0,9833800000.0,5152900000.0,9833800000.0,2006500000.0,2139000000.0,889700000.0,3104500000.0,347922460.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2019,5027200000.0,306200000.0,9363300000.0,4540100000.0,9363300000.0,2489000000.0,1683900000.0,848100000.0,3072100000.0,330527200.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2020,4647500000.0,566900000.0,8837700000.0,4227100000.0,8837700000.0,1215800000.0,1683900000.0,572200000.0,2741200000.0,328172099.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2021,4445400000.0,345000000.0,9378300000.0,4834800000.0,4823200000.0,1361900000.0,2127300000.0,442200000.0,2616800000.0,322758505.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2022,4445100000.0,257800000.0,8887000000.0,4570100000.0,4610600000.0,922500000.0,1686800000.0,353100000.0,2573700000.0,323959789.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2023,4735400000.0,252700000.0,9326700000.0,4851600000.0,4543500000.0,880100000.0,1601300000.0,387500000.0,2740100000.0,321907366.0,sec_company_facts,ok
JNPR,Juniper Networks Inc,1043604,2024,5301200000.0,471000000.0,9518500000.0,5025800000.0,4316900000.0,1068100000.0,1616800000.0,519100000.0,2958300000.0,333189763.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2017,2197448000.0,321406000.0,4373146000.0,1148776000.0,2945335000.0,238650000.0,,466150000.0,,170031585.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2018,2347988000.0,320727000.0,4648916000.0,1286447000.0,3162865000.0,324169000.0,,466510000.0,,163212497.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2019,2489035000.0,222766000.0,5461770000.0,2269910000.0,3270218000.0,313382000.0,,314289000.0,,161881857.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2020,2714474000.0,298373000.0,7006886000.0,3348928000.0,3362469000.0,1036455000.0,,362499000.0,,163220270.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2021,2893617000.0,478035000.0,7764130000.0,3512834000.0,3191860000.0,393745000.0,,548918000.0,,160346656.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2022,3198149000.0,557054000.0,8138673000.0,3608659000.0,3657958000.0,352917000.0,,658534000.0,,156275794.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2023,3461223000.0,651642000.0,8303400000.0,3943213000.0,4251296000.0,536725000.0,,783148000.0,,151530300.0,sec_company_facts,ok
AKAM,Akamai Technologies Inc,1086222,2024,3616654000.0,523672000.0,9900037000.0,5302882000.0,4530014000.0,542337000.0,,676274000.0,,150317536.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2017,233715000000.0,53394000000.0,321686000000.0,193437000000.0,111547000000.0,13844000000.0,75427000000.0,71230000000.0,93626000000.0,5134312000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2018,215639000000.0,45687000000.0,375319000000.0,241272000000.0,119355000000.0,21120000000.0,97207000000.0,60024000000.0,84263000000.0,4745398000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2019,229234000000.0,48351000000.0,365725000000.0,258578000000.0,128249000000.0,25913000000.0,93735000000.0,61344000000.0,88186000000.0,4443265000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2020,265595000000.0,59531000000.0,338516000000.0,248028000000.0,134047000000.0,48844000000.0,91807000000.0,70898000000.0,101839000000.0,17001802000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2021,260174000000.0,55256000000.0,323888000000.0,258549000000.0,107147000000.0,38016000000.0,98667000000.0,63930000000.0,98392000000.0,16406397000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2022,274515000000.0,57411000000.0,351002000000.0,287912000000.0,90488000000.0,34940000000.0,109106000000.0,66288000000.0,104956000000.0,15908118000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2023,365817000000.0,94680000000.0,352755000000.0,302083000000.0,65339000000.0,23646000000.0,110087000000.0,108949000000.0,152836000000.0,15552752000.0,sec_company_facts,ok
AAPL,Apple Inc,320193,2024,394328000000.0,99803000000.0,352583000000.0,290437000000.0,63090000000.0,29965000000.0,105103000000.0,119437000000.0,170782000000.0,15115823000.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2017,3991000000.0,-660000000.0,3321000000.0,,187000000.0,805000000.0,1435000000.0,-481000000.0,1080000000.0,969110191.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2018,4319000000.0,-498000000.0,3552000000.0,,-350000000.0,1264000000.0,1395000000.0,-373000000.0,1003000000.0,1005298882.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2019,5253000000.0,-33000000.0,4556000000.0,,596000000.0,1185000000.0,1250000000.0,127000000.0,1787000000.0,1169661536.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2020,6475000000.0,337000000.0,6028000000.0,,1266000000.0,1078000000.0,486000000.0,451000000.0,2447000000.0,1211280009.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2021,6731000000.0,341000000.0,8962000000.0,,2827000000.0,1466000000.0,330000000.0,631000000.0,2868000000.0,1199303422.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2022,9763000000.0,2490000000.0,12419000000.0,,5837000000.0,2535000000.0,1000000.0,1369000000.0,4347000000.0,1611388217.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2023,16434000000.0,3162000000.0,67580000000.0,,7497000000.0,4835000000.0,2467000000.0,3648000000.0,7929000000.0,1615786841.0,sec_company_facts,ok
AMD,Advanced Micro Devices,2488,2024,23601000000.0,1320000000.0,67885000000.0,,54750000000.0,4835000000.0,1717000000.0,1264000000.0,10603000000.0,1620477962.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2018,13240000000.0,-1739000000.0,54418000000.0,31232000000.0,20285000000.0,1822000000.0,17548000000.0,-409000000.0,5940000000.0,407270901.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2019,17636000000.0,1692000000.0,50124000000.0,23467000000.0,26657000000.0,3097000000.0,17493000000.0,2371000000.0,8509000000.0,397792289.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2020,20848000000.0,12259000000.0,67493000000.0,42523000000.0,67493000000.0,11204000000.0,30011000000.0,5135000000.0,10733000000.0,406713118.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2021,22597000000.0,2695000000.0,75933000000.0,52032000000.0,75933000000.0,4292000000.0,40994000000.0,3444000000.0,12483000000.0,412873968.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2022,23888000000.0,2663000000.0,75570000000.0,50581000000.0,75570000000.0,12163000000.0,39440000000.0,4014000000.0,13516000000.0,417886140.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2023,27450000000.0,6437000000.0,73249000000.0,50540000000.0,73249000000.0,12416000000.0,39075000000.0,8519000000.0,16844000000.0,468140569.0,sec_company_facts,ok
AVGO,Broadcom Inc,1730168,2024,33203000000.0,11495000000.0,72861000000.0,48873000000.0,72861000000.0,14189000000.0,37621000000.0,14225000000.0,22095000000.0,4687356156.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2017,2814049000.0,366158000.0,4962432000.0,4273318000.0,3669346000.0,630861000.0,3057936000.0,,372400000.0,156840420.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2018,2984493000.0,704422000.0,5532173000.0,4205756000.0,421439000.0,838025000.0,2930457000.0,,472837000.0,156126508.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2019,3480014000.0,926076000.0,5638619000.0,4018108000.0,1620511000.0,1404382000.0,2237402000.0,,616464000.0,159255950.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2020,4036701000.0,802265000.0,9008516000.0,6330823000.0,2659108000.0,,3423382000.0,,711873000.0,155461444.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2021,4568904000.0,1175617000.0,9279960000.0,6598950000.0,2665424000.0,1234409000.0,3469670000.0,,809173000.0,152737157.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2022,5806424000.0,1216785000.0,10271124000.0,6895482000.0,3377554000.0,1434610000.0,3422767000.0,,,141803776.0,sec_company_facts,ok
KLAC,KLA Corp,319201,2023,6918734000.0,2078292000.0,12597088000.0,11197998000.0,1401351000.0,1584908000.0,6660718000.0,,,136720074.0,sec_company_facts,ok
